areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumOnsDeathsByRegistrationDate,cumPillarFourTestsByPublishDate
K02000001,United Kingdom,overview,2023-03-27,,,18431230
K02000001,United Kingdom,overview,2023-03-26,,,18429305
K02000001,United Kingdom,overview,2023-03-25,,,18429305
K02000001,United Kingdom,overview,2023-03-24,,,18429305
K02000001,United Kingdom,overview,2023-03-23,,,18427403
K02000001,United Kingdom,overview,2023-03-22,,,18425585
K02000001,United Kingdom,overview,2023-03-21,,,18423782
K02000001,United Kingdom,overview,2023-03-20,,,18421597
K02000001,United Kingdom,overview,2023-03-19,,,18419158
K02000001,United Kingdom,overview,2023-03-18,,,18419158
K02000001,United Kingdom,overview,2023-03-17,,219466,18417807
K02000001,United Kingdom,overview,2023-03-16,,,18415895
K02000001,United Kingdom,overview,2023-03-15,,,18410693
K02000001,United Kingdom,overview,2023-03-14,,,18408420
K02000001,United Kingdom,overview,2023-03-13,,,18403815
K02000001,United Kingdom,overview,2023-03-12,,,18393645
K02000001,United Kingdom,overview,2023-03-11,,,18390539
K02000001,United Kingdom,overview,2023-03-10,,218847,18390482
K02000001,United Kingdom,overview,2023-03-09,,,18378063
K02000001,United Kingdom,overview,2023-03-08,,,18363774
K02000001,United Kingdom,overview,2023-03-07,,,18355748
K02000001,United Kingdom,overview,2023-03-06,,,18347830
K02000001,United Kingdom,overview,2023-03-05,,,18333331
K02000001,United Kingdom,overview,2023-03-04,,,18319276
K02000001,United Kingdom,overview,2023-03-03,221591,218242,18310429
K02000001,United Kingdom,overview,2023-03-02,221516,,18291018
K02000001,United Kingdom,overview,2023-03-01,221416,,18273775
K02000001,United Kingdom,overview,2023-02-28,221336,,18256407
K02000001,United Kingdom,overview,2023-02-27,221268,,18242019
K02000001,United Kingdom,overview,2023-02-26,221193,,18223426
K02000001,United Kingdom,overview,2023-02-25,221110,,18206715
K02000001,United Kingdom,overview,2023-02-24,221039,217678,18198077
K02000001,United Kingdom,overview,2023-02-23,220961,,18180754
K02000001,United Kingdom,overview,2023-02-22,220889,,18165390
K02000001,United Kingdom,overview,2023-02-21,220809,,18147675
K02000001,United Kingdom,overview,2023-02-20,220752,,18132162
K02000001,United Kingdom,overview,2023-02-19,220678,,18112549
K02000001,United Kingdom,overview,2023-02-18,220619,,18112549
K02000001,United Kingdom,overview,2023-02-17,220542,217202,18087764
K02000001,United Kingdom,overview,2023-02-16,220460,,18066957
K02000001,United Kingdom,overview,2023-02-15,220389,,18051671
K02000001,United Kingdom,overview,2023-02-14,220322,,18036032
K02000001,United Kingdom,overview,2023-02-13,220248,,18017680
K02000001,United Kingdom,overview,2023-02-12,220197,,17998389
K02000001,United Kingdom,overview,2023-02-11,220132,,17998389
K02000001,United Kingdom,overview,2023-02-10,220074,216726,17978448
K02000001,United Kingdom,overview,2023-02-09,220004,,17960256
K02000001,United Kingdom,overview,2023-02-08,219942,,17947221
K02000001,United Kingdom,overview,2023-02-07,219873,,17931379
K02000001,United Kingdom,overview,2023-02-06,219806,,17915242
K02000001,United Kingdom,overview,2023-02-05,219752,,17892396
K02000001,United Kingdom,overview,2023-02-04,219680,,17892396
K02000001,United Kingdom,overview,2023-02-03,219618,216231,17873752
K02000001,United Kingdom,overview,2023-02-02,219549,,17859649
K02000001,United Kingdom,overview,2023-02-01,219476,,17841133
K02000001,United Kingdom,overview,2023-01-31,219410,,17827348
K02000001,United Kingdom,overview,2023-01-30,219350,,17801834
K02000001,United Kingdom,overview,2023-01-29,219292,,17790627
K02000001,United Kingdom,overview,2023-01-28,219217,,17790627
K02000001,United Kingdom,overview,2023-01-27,219144,215691,17766293
K02000001,United Kingdom,overview,2023-01-26,219068,,17748144
K02000001,United Kingdom,overview,2023-01-25,218998,,17733873
K02000001,United Kingdom,overview,2023-01-24,218932,,17716753
K02000001,United Kingdom,overview,2023-01-23,218851,,17699393
K02000001,United Kingdom,overview,2023-01-22,218774,,17686656
K02000001,United Kingdom,overview,2023-01-21,218701,,17686656
K02000001,United Kingdom,overview,2023-01-20,218629,215031,17661859
K02000001,United Kingdom,overview,2023-01-19,218549,,17640797
K02000001,United Kingdom,overview,2023-01-18,218467,,17622913
K02000001,United Kingdom,overview,2023-01-17,218376,,17604987
K02000001,United Kingdom,overview,2023-01-16,218285,,17586182
K02000001,United Kingdom,overview,2023-01-15,218179,,17566345
K02000001,United Kingdom,overview,2023-01-14,218067,,17566345
K02000001,United Kingdom,overview,2023-01-13,217967,214149,17542938
K02000001,United Kingdom,overview,2023-01-12,217864,,17528205
K02000001,United Kingdom,overview,2023-01-11,217746,,17509214
K02000001,United Kingdom,overview,2023-01-10,217653,,17487606
K02000001,United Kingdom,overview,2023-01-09,217542,,17465761
K02000001,United Kingdom,overview,2023-01-08,217410,,17446457
K02000001,United Kingdom,overview,2023-01-07,217292,,17446457
K02000001,United Kingdom,overview,2023-01-06,217173,213089,17421202
K02000001,United Kingdom,overview,2023-01-05,217060,,17402215
K02000001,United Kingdom,overview,2023-01-04,216916,,17380289
K02000001,United Kingdom,overview,2023-01-03,216777,,17369813
K02000001,United Kingdom,overview,2023-01-02,216643,,17354627
K02000001,United Kingdom,overview,2023-01-01,216517,,17342848
K02000001,United Kingdom,overview,2022-12-31,216394,,17342848
K02000001,United Kingdom,overview,2022-12-30,216243,212247,17317536
K02000001,United Kingdom,overview,2022-12-29,216091,,17300530
K02000001,United Kingdom,overview,2022-12-28,215964,,17289177
K02000001,United Kingdom,overview,2022-12-27,215832,,17289177
K02000001,United Kingdom,overview,2022-12-26,215694,,17284583
K02000001,United Kingdom,overview,2022-12-25,215567,,17278100
K02000001,United Kingdom,overview,2022-12-24,215440,,17278100
K02000001,United Kingdom,overview,2022-12-23,215297,211787,17249163
K02000001,United Kingdom,overview,2022-12-22,215183,,17230422
K02000001,United Kingdom,overview,2022-12-21,215071,,17214330
K02000001,United Kingdom,overview,2022-12-20,214964,,17194424
K02000001,United Kingdom,overview,2022-12-19,214855,,17174419
K02000001,United Kingdom,overview,2022-12-18,214743,,17158634
K02000001,United Kingdom,overview,2022-12-17,214647,,17158634
K02000001,United Kingdom,overview,2022-12-16,214558,211273,17140091
K02000001,United Kingdom,overview,2022-12-15,214471,,17138885
K02000001,United Kingdom,overview,2022-12-14,214412,,17128113
K02000001,United Kingdom,overview,2022-12-13,214318,,17106553
K02000001,United Kingdom,overview,2022-12-12,214252,,17089866
K02000001,United Kingdom,overview,2022-12-11,214185,,17074191
K02000001,United Kingdom,overview,2022-12-10,214115,,17074191
K02000001,United Kingdom,overview,2022-12-09,214048,210838,17054326
K02000001,United Kingdom,overview,2022-12-08,213978,,17039404
K02000001,United Kingdom,overview,2022-12-07,213909,,17026380
K02000001,United Kingdom,overview,2022-12-06,213849,,17017285
K02000001,United Kingdom,overview,2022-12-05,213776,,17000442
K02000001,United Kingdom,overview,2022-12-04,213717,,16982270
K02000001,United Kingdom,overview,2022-12-03,213669,,16982270
K02000001,United Kingdom,overview,2022-12-02,213615,210457,16961426
K02000001,United Kingdom,overview,2022-12-01,213566,,16960931
K02000001,United Kingdom,overview,2022-11-30,213511,,16955684
K02000001,United Kingdom,overview,2022-11-29,213466,,16958823
K02000001,United Kingdom,overview,2022-11-28,213412,,16930360
K02000001,United Kingdom,overview,2022-11-27,213352,,16917584
K02000001,United Kingdom,overview,2022-11-26,213297,,16917584
K02000001,United Kingdom,overview,2022-11-25,213251,210085,16913586
K02000001,United Kingdom,overview,2022-11-24,213208,,16905248
K02000001,United Kingdom,overview,2022-11-23,213158,,16885937
K02000001,United Kingdom,overview,2022-11-22,213100,,16880185
K02000001,United Kingdom,overview,2022-11-21,213044,,16871005
K02000001,United Kingdom,overview,2022-11-20,212991,,16851965
K02000001,United Kingdom,overview,2022-11-19,212931,,16851965
K02000001,United Kingdom,overview,2022-11-18,212875,209685,16839468
K02000001,United Kingdom,overview,2022-11-17,212818,,16825458
K02000001,United Kingdom,overview,2022-11-16,212766,,16804988
K02000001,United Kingdom,overview,2022-11-15,212712,,16792749
K02000001,United Kingdom,overview,2022-11-14,212648,,16777420
K02000001,United Kingdom,overview,2022-11-13,212588,,16761894
K02000001,United Kingdom,overview,2022-11-12,212532,,16761894
K02000001,United Kingdom,overview,2022-11-11,212486,209214,16740780
K02000001,United Kingdom,overview,2022-11-10,212414,,16719595
K02000001,United Kingdom,overview,2022-11-09,212360,,16703542
K02000001,United Kingdom,overview,2022-11-08,212297,,16686665
K02000001,United Kingdom,overview,2022-11-07,212233,,16662194
K02000001,United Kingdom,overview,2022-11-06,212157,,16648323
K02000001,United Kingdom,overview,2022-11-05,212101,,16648323
K02000001,United Kingdom,overview,2022-11-04,212025,208631,16628980
K02000001,United Kingdom,overview,2022-11-03,211930,,16615965
K02000001,United Kingdom,overview,2022-11-02,211846,,16599765
K02000001,United Kingdom,overview,2022-11-01,211769,,16583639
K02000001,United Kingdom,overview,2022-10-31,211684,,16567151
K02000001,United Kingdom,overview,2022-10-30,211601,,16548186
K02000001,United Kingdom,overview,2022-10-29,211504,,16548186
K02000001,United Kingdom,overview,2022-10-28,211408,207923,16528970
K02000001,United Kingdom,overview,2022-10-27,211321,,16512692
K02000001,United Kingdom,overview,2022-10-26,211214,,16502856
K02000001,United Kingdom,overview,2022-10-25,211123,,16498449
K02000001,United Kingdom,overview,2022-10-24,211012,,16480640
K02000001,United Kingdom,overview,2022-10-23,210908,,16461841
K02000001,United Kingdom,overview,2022-10-22,210807,,16461841
K02000001,United Kingdom,overview,2022-10-21,210696,207205,16447177
K02000001,United Kingdom,overview,2022-10-20,210589,,16432279
K02000001,United Kingdom,overview,2022-10-19,210469,,16415265
K02000001,United Kingdom,overview,2022-10-18,210367,,16397827
K02000001,United Kingdom,overview,2022-10-17,210260,,16383297
K02000001,United Kingdom,overview,2022-10-16,210145,,16361631
K02000001,United Kingdom,overview,2022-10-15,210040,,16361631
K02000001,United Kingdom,overview,2022-10-14,209933,206468,16341466
K02000001,United Kingdom,overview,2022-10-13,209820,,16321151
K02000001,United Kingdom,overview,2022-10-12,209710,,16302401
K02000001,United Kingdom,overview,2022-10-11,209585,,16289540
K02000001,United Kingdom,overview,2022-10-10,209479,,16276845
K02000001,United Kingdom,overview,2022-10-09,209387,,16258083
K02000001,United Kingdom,overview,2022-10-08,209289,,16258083
K02000001,United Kingdom,overview,2022-10-07,209198,205843,16239097
K02000001,United Kingdom,overview,2022-10-06,209098,,16224054
K02000001,United Kingdom,overview,2022-10-05,209004,,16207221
K02000001,United Kingdom,overview,2022-10-04,208906,,16194843
K02000001,United Kingdom,overview,2022-10-03,208816,,16183788
K02000001,United Kingdom,overview,2022-10-02,208734,,16173703
K02000001,United Kingdom,overview,2022-10-01,208671,,16173703
K02000001,United Kingdom,overview,2022-09-30,208592,205394,16165238
K02000001,United Kingdom,overview,2022-09-29,208529,,16143986
K02000001,United Kingdom,overview,2022-09-28,208462,,16129257
K02000001,United Kingdom,overview,2022-09-27,208401,,16114334
K02000001,United Kingdom,overview,2022-09-26,208333,,16105191
K02000001,United Kingdom,overview,2022-09-25,208271,,16091723
K02000001,United Kingdom,overview,2022-09-24,208230,,16091723
K02000001,United Kingdom,overview,2022-09-23,208181,205051,16080299
K02000001,United Kingdom,overview,2022-09-22,208127,,16067124
K02000001,United Kingdom,overview,2022-09-21,208077,,16029149
K02000001,United Kingdom,overview,2022-09-20,208040,,16024608
K02000001,United Kingdom,overview,2022-09-19,207991,,15987234
K02000001,United Kingdom,overview,2022-09-18,207942,,16004350
K02000001,United Kingdom,overview,2022-09-17,207902,,16004350
K02000001,United Kingdom,overview,2022-09-16,207862,204777,15996760
K02000001,United Kingdom,overview,2022-09-15,207825,,15985071
K02000001,United Kingdom,overview,2022-09-14,207778,,15968315
K02000001,United Kingdom,overview,2022-09-13,207734,,15947428
K02000001,United Kingdom,overview,2022-09-12,207685,,15910011
K02000001,United Kingdom,overview,2022-09-11,207642,,15936989
K02000001,United Kingdom,overview,2022-09-10,207612,,15923738
K02000001,United Kingdom,overview,2022-09-09,207569,204429,15923738
K02000001,United Kingdom,overview,2022-09-08,207532,,15909865
K02000001,United Kingdom,overview,2022-09-07,207487,,15902350
K02000001,United Kingdom,overview,2022-09-06,207428,,15895101
K02000001,United Kingdom,overview,2022-09-05,207389,,15892115
K02000001,United Kingdom,overview,2022-09-04,207350,,15876688
K02000001,United Kingdom,overview,2022-09-03,207305,,15864750
K02000001,United Kingdom,overview,2022-09-02,207251,204015,15864750
K02000001,United Kingdom,overview,2022-09-01,207204,,15853091
K02000001,United Kingdom,overview,2022-08-31,207161,,15840170
K02000001,United Kingdom,overview,2022-08-30,207087,,15836879
K02000001,United Kingdom,overview,2022-08-29,207044,,15825461
K02000001,United Kingdom,overview,2022-08-28,206990,,15820181
K02000001,United Kingdom,overview,2022-08-27,206929,,15795620
K02000001,United Kingdom,overview,2022-08-26,206872,203665,15795620
K02000001,United Kingdom,overview,2022-08-25,206829,,15785948
K02000001,United Kingdom,overview,2022-08-24,206781,,15774833
K02000001,United Kingdom,overview,2022-08-23,206728,,15765355
K02000001,United Kingdom,overview,2022-08-22,206650,,15753978
K02000001,United Kingdom,overview,2022-08-21,206587,,15748128
K02000001,United Kingdom,overview,2022-08-20,206527,,15748128
K02000001,United Kingdom,overview,2022-08-19,206452,203160,15740595
K02000001,United Kingdom,overview,2022-08-18,206384,,15732061
K02000001,United Kingdom,overview,2022-08-17,206322,,15724678
K02000001,United Kingdom,overview,2022-08-16,206266,,15714579
K02000001,United Kingdom,overview,2022-08-15,206197,,15705723
K02000001,United Kingdom,overview,2022-08-14,206109,,15696765
K02000001,United Kingdom,overview,2022-08-13,206019,,15687348
K02000001,United Kingdom,overview,2022-08-12,205929,202538,15687348
K02000001,United Kingdom,overview,2022-08-11,205825,,15677344
K02000001,United Kingdom,overview,2022-08-10,205725,,15670392
K02000001,United Kingdom,overview,2022-08-09,205650,,15668034
K02000001,United Kingdom,overview,2022-08-08,205560,,15661652
K02000001,United Kingdom,overview,2022-08-07,205463,,15656284
K02000001,United Kingdom,overview,2022-08-06,205363,,15643788
K02000001,United Kingdom,overview,2022-08-05,205297,201863,15643020
K02000001,United Kingdom,overview,2022-08-04,205211,,15638853
K02000001,United Kingdom,overview,2022-08-03,205128,,15623259
K02000001,United Kingdom,overview,2022-08-02,205022,,15616467
K02000001,United Kingdom,overview,2022-08-01,204921,,15602027
K02000001,United Kingdom,overview,2022-07-31,204828,,15598226
K02000001,United Kingdom,overview,2022-07-30,204732,,15587577
K02000001,United Kingdom,overview,2022-07-29,204655,201061,15587577
K02000001,United Kingdom,overview,2022-07-28,204538,,15582153
K02000001,United Kingdom,overview,2022-07-27,204415,,15572475
K02000001,United Kingdom,overview,2022-07-26,204300,,15559407
K02000001,United Kingdom,overview,2022-07-25,204180,,15550447
K02000001,United Kingdom,overview,2022-07-24,204067,,15542269
K02000001,United Kingdom,overview,2022-07-23,203936,,15532593
K02000001,United Kingdom,overview,2022-07-22,203810,200138,15532593
K02000001,United Kingdom,overview,2022-07-21,203693,,15525631
K02000001,United Kingdom,overview,2022-07-20,203567,,15514666
K02000001,United Kingdom,overview,2022-07-19,203377,,15504747
K02000001,United Kingdom,overview,2022-07-18,203157,,15498092
K02000001,United Kingdom,overview,2022-07-17,203031,,15489942
K02000001,United Kingdom,overview,2022-07-16,202873,,15485575
K02000001,United Kingdom,overview,2022-07-15,202758,199274,15485575
K02000001,United Kingdom,overview,2022-07-14,202654,,15482588
K02000001,United Kingdom,overview,2022-07-13,202528,,15474578
K02000001,United Kingdom,overview,2022-07-12,202393,,15467406
K02000001,United Kingdom,overview,2022-07-11,202242,,15458956
K02000001,United Kingdom,overview,2022-07-10,202116,,15448030
K02000001,United Kingdom,overview,2022-07-09,201999,,15439398
K02000001,United Kingdom,overview,2022-07-08,201894,198578,15439398
K02000001,United Kingdom,overview,2022-07-07,201786,,15431934
K02000001,United Kingdom,overview,2022-07-06,201684,,15423539
K02000001,United Kingdom,overview,2022-07-05,201569,,15417403
K02000001,United Kingdom,overview,2022-07-04,201467,,15405756
K02000001,United Kingdom,overview,2022-07-03,201376,,15399389
K02000001,United Kingdom,overview,2022-07-02,201308,,15399389
K02000001,United Kingdom,overview,2022-07-01,201218,198049,15391778
K02000001,United Kingdom,overview,2022-06-30,201140,,15385666
K02000001,United Kingdom,overview,2022-06-29,201064,,15374957
K02000001,United Kingdom,overview,2022-06-28,200980,,15366556
K02000001,United Kingdom,overview,2022-06-27,200908,,15359324
K02000001,United Kingdom,overview,2022-06-26,200844,,15353945
K02000001,United Kingdom,overview,2022-06-25,200776,,15345903
K02000001,United Kingdom,overview,2022-06-24,200705,197636,15337727
K02000001,United Kingdom,overview,2022-06-23,200658,,15327940
K02000001,United Kingdom,overview,2022-06-22,200596,,15319027
K02000001,United Kingdom,overview,2022-06-21,200523,,15308947
K02000001,United Kingdom,overview,2022-06-20,200465,,15302753
K02000001,United Kingdom,overview,2022-06-19,200417,,15297119
K02000001,United Kingdom,overview,2022-06-18,200372,,15289291
K02000001,United Kingdom,overview,2022-06-17,200328,197289,15281893
K02000001,United Kingdom,overview,2022-06-16,200284,,15271516
K02000001,United Kingdom,overview,2022-06-15,200228,,15260743
K02000001,United Kingdom,overview,2022-06-14,200183,,15248415
K02000001,United Kingdom,overview,2022-06-13,200148,,15241877
K02000001,United Kingdom,overview,2022-06-12,200108,,15232553
K02000001,United Kingdom,overview,2022-06-11,200065,,15224312
K02000001,United Kingdom,overview,2022-06-10,200032,196980,15215551
K02000001,United Kingdom,overview,2022-06-09,199988,,15204005
K02000001,United Kingdom,overview,2022-06-08,199961,,15192596
K02000001,United Kingdom,overview,2022-06-07,199919,,15180353
K02000001,United Kingdom,overview,2022-06-06,199886,,15172961
K02000001,United Kingdom,overview,2022-06-05,199844,,15164832
K02000001,United Kingdom,overview,2022-06-04,199814,,15160610
K02000001,United Kingdom,overview,2022-06-03,199775,196645,15159524
K02000001,United Kingdom,overview,2022-06-02,199747,,15148341
K02000001,United Kingdom,overview,2022-06-01,199700,,15139101
K02000001,United Kingdom,overview,2022-05-31,199674,,15128170
K02000001,United Kingdom,overview,2022-05-30,199624,,15121024
K02000001,United Kingdom,overview,2022-05-29,199573,,15112349
K02000001,United Kingdom,overview,2022-05-28,199544,,15104372
K02000001,United Kingdom,overview,2022-05-27,199510,196434,15093630
K02000001,United Kingdom,overview,2022-05-26,199465,,15082444
K02000001,United Kingdom,overview,2022-05-25,199420,,15069702
K02000001,United Kingdom,overview,2022-05-24,199386,,15056630
K02000001,United Kingdom,overview,2022-05-23,199335,,15048680
K02000001,United Kingdom,overview,2022-05-22,199272,,15040900
K02000001,United Kingdom,overview,2022-05-21,199214,,15030595
K02000001,United Kingdom,overview,2022-05-20,199165,195965,15020311
K02000001,United Kingdom,overview,2022-05-19,199093,,15007969
K02000001,United Kingdom,overview,2022-05-18,199047,,14995607
K02000001,United Kingdom,overview,2022-05-17,199001,,14982963
K02000001,United Kingdom,overview,2022-05-16,198929,,14975600
K02000001,United Kingdom,overview,2022-05-15,198863,,14968067
K02000001,United Kingdom,overview,2022-05-14,198790,,14957212
K02000001,United Kingdom,overview,2022-05-13,198725,195350,14946357
K02000001,United Kingdom,overview,2022-05-12,198653,,14934875
K02000001,United Kingdom,overview,2022-05-11,198583,,14923100
K02000001,United Kingdom,overview,2022-05-10,198504,,14909725
K02000001,United Kingdom,overview,2022-05-09,198404,,14900828
K02000001,United Kingdom,overview,2022-05-08,198322,,14893030
K02000001,United Kingdom,overview,2022-05-07,198240,,14883093
K02000001,United Kingdom,overview,2022-05-06,198137,194554,14873240
K02000001,United Kingdom,overview,2022-05-05,198040,,14860992
K02000001,United Kingdom,overview,2022-05-04,197955,,14847842
K02000001,United Kingdom,overview,2022-05-03,197865,,14837597
K02000001,United Kingdom,overview,2022-05-02,197758,,14807410
K02000001,United Kingdom,overview,2022-05-01,197650,,14794928
K02000001,United Kingdom,overview,2022-04-30,197536,,14785718
K02000001,United Kingdom,overview,2022-04-29,197429,193715,14774777
K02000001,United Kingdom,overview,2022-04-28,197321,,14762374
K02000001,United Kingdom,overview,2022-04-27,197191,,14747891
K02000001,United Kingdom,overview,2022-04-26,197058,,14733852
K02000001,United Kingdom,overview,2022-04-25,196932,,14667040
K02000001,United Kingdom,overview,2022-04-24,196803,,14654595
K02000001,United Kingdom,overview,2022-04-23,196673,,14641137
K02000001,United Kingdom,overview,2022-04-22,196528,192466,14627730
K02000001,United Kingdom,overview,2022-04-21,196375,,14611655
K02000001,United Kingdom,overview,2022-04-20,196214,,14594226
K02000001,United Kingdom,overview,2022-04-19,196053,,14580853
K02000001,United Kingdom,overview,2022-04-18,195896,,14544387
K02000001,United Kingdom,overview,2022-04-17,195722,,14544095
K02000001,United Kingdom,overview,2022-04-16,195561,,14533127
K02000001,United Kingdom,overview,2022-04-15,195397,191281,14521015
K02000001,United Kingdom,overview,2022-04-14,195226,,14507776
K02000001,United Kingdom,overview,2022-04-13,195035,,14491768
K02000001,United Kingdom,overview,2022-04-12,194815,,14474052
K02000001,United Kingdom,overview,2022-04-11,194617,,14465300
K02000001,United Kingdom,overview,2022-04-10,194432,,14455684
K02000001,United Kingdom,overview,2022-04-09,194235,,14443852
K02000001,United Kingdom,overview,2022-04-08,194062,190129,14434515
K02000001,United Kingdom,overview,2022-04-07,193825,,14422112
K02000001,United Kingdom,overview,2022-04-06,193594,,14408962
K02000001,United Kingdom,overview,2022-04-05,193399,,14396049
K02000001,United Kingdom,overview,2022-04-04,193198,,14353532
K02000001,United Kingdom,overview,2022-04-03,193022,,14343800
K02000001,United Kingdom,overview,2022-04-02,192833,,14331017
K02000001,United Kingdom,overview,2022-04-01,192643,188995,14317863
K02000001,United Kingdom,overview,2022-03-31,192439,,14297414
K02000001,United Kingdom,overview,2022-03-30,192247,,14280079
K02000001,United Kingdom,overview,2022-03-29,192066,,14260135
K02000001,United Kingdom,overview,2022-03-28,191871,,14204878
K02000001,United Kingdom,overview,2022-03-27,191695,,14191622
K02000001,United Kingdom,overview,2022-03-26,191537,,14176077
K02000001,United Kingdom,overview,2022-03-25,191375,187932,14161224
K02000001,United Kingdom,overview,2022-03-24,191194,,14141249
K02000001,United Kingdom,overview,2022-03-23,191030,,14123373
K02000001,United Kingdom,overview,2022-03-22,190872,,14093268
K02000001,United Kingdom,overview,2022-03-21,190705,,14048720
K02000001,United Kingdom,overview,2022-03-20,190544,,14034990
K02000001,United Kingdom,overview,2022-03-19,190370,,14012823
